,model,gene_id,locus,alleles,markerID,annotation,n_cases,n_controls,heritability,trait_type,phenocode,pheno_sex,coding,n_cases_defined,n_cases_both_sexes,n_cases_females,n_cases_males,description,description_more,coding_description,category,AC,AF,BETA,SE,AF.Cases,AF.Controls,Pvalue,AC_calstat,AF_calstat
909,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,8990,385851.0,0.014122,1,131774,1,,10951,11187,5385,5566,Date L60 first reported (nail disorders),"Date of the first occurrence of any code mapped to 3-character ICD10 L60. The code corresponds to ""nail disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0228,3.1234,0.0,6.4792e-06,0.74333,5.0,6.331919204710948e-06
910,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,681,394160.0,0.14887,1,131778,1,,891,913,568,323,Date L63 first reported (alopecia areata),"Date of the first occurrence of any code mapped to 3-character ICD10 L63. The code corresponds to ""alopecia areata"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0022,12.562,0.0,6.3426e-06,0.93641,5.0,6.331919204710948e-06
911,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2350,392491.0,0.095336,1,131782,1,,3223,3298,2879,344,Date L65 first reported (other nonscarring hair loss),"Date of the first occurrence of any code mapped to 3-character ICD10 L65. The code corresponds to ""other nonscarring hair loss"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0102,6.9776,0.0,6.3696e-06,0.88489,5.0,6.331919204710948e-06
912,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,144,394697.0,0.0,1,131784,1,,205,213,155,50,Date L66 first reported (cicatricial alopecia [scarring hair loss]),"Date of the first occurrence of any code mapped to 3-character ICD10 L66. The code corresponds to ""cicatricial alopecia [scarring hair loss]"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0005,28.177,0.0,6.334e-06,0.97167,5.0,6.331919204710948e-06
913,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,377,213236.0,0.13378,1,131788,1,,514,535,507,7,Date L68 first reported (hypertrichosis),"Date of the first occurrence of any code mapped to 3-character ICD10 L68. The code corresponds to ""hypertrichosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,2,4.6816e-06,-0.9986,17.592,0.0,4.6896e-06,0.95473,5.0,6.331919204710948e-06
914,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4508,390333.0,0.04013,1,131790,1,,5663,5802,3724,1939,Date L70 first reported (acne),"Date of the first occurrence of any code mapped to 3-character ICD10 L70. The code corresponds to ""acne"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0042,5.52,0.0,6.4048e-06,0.85564,5.0,6.331919204710948e-06
915,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4672,390169.0,0.054661,1,131792,1,,5614,5737,3493,2121,Date L71 first reported (rosacea),"Date of the first occurrence of any code mapped to 3-character ICD10 L71. The code corresponds to ""rosacea"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0121,4.6903,0.0,6.4075e-06,0.82915,5.0,6.331919204710948e-06
916,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,11637,383204.0,0.026803,1,131794,1,,14335,14699,7562,6773,Date L72 first reported (follicular cysts of skin and subcutaneous tissue),"Date of the first occurrence of any code mapped to 3-character ICD10 L72. The code corresponds to ""follicular cysts of skin and subcutaneous tissue"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0309,2.7323,0.0,6.5239e-06,0.70594,5.0,6.331919204710948e-06
917,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2909,391932.0,0.017016,1,131796,1,,3638,3730,1658,1980,Date L73 first reported (other follicular disorders),"Date of the first occurrence of any code mapped to 3-character ICD10 L73. The code corresponds to ""other follicular disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0037,5.3091,0.0,6.3787e-06,0.85005,5.0,6.331919204710948e-06
918,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,905,393936.0,0.0,1,131798,1,,1090,1118,760,330,Date L74 first reported (eccrine sweat disorders),"Date of the first occurrence of any code mapped to 3-character ICD10 L74. The code corresponds to ""eccrine sweat disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0022,10.415,0.0,6.3462e-06,0.92334,5.0,6.331919204710948e-06
919,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,815,394026.0,0.0,1,131802,1,,1096,1121,637,459,Date L80 first reported (vitiligo),"Date of the first occurrence of any code mapped to 3-character ICD10 L80. The code corresponds to ""vitiligo"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0021,10.297,0.0,6.3448e-06,0.92248,5.0,6.331919204710948e-06
920,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3405,391436.0,0.021677,1,131804,1,,4298,4408,2880,1418,Date L81 first reported (other disorders of pigmentation),"Date of the first occurrence of any code mapped to 3-character ICD10 L81. The code corresponds to ""other disorders of pigmentation"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0083,5.2651,0.0,6.3867e-06,0.84813,5.0,6.331919204710948e-06
921,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,24968,369873.0,0.020584,1,131806,1,,29262,29861,16548,12714,Date L82 first reported (seborrhoeic keratosis),"Date of the first occurrence of any code mapped to 3-character ICD10 L82. The code corresponds to ""seborrhoeic keratosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0343,1.7471,0.0,6.7591e-06,0.55385,5.0,6.331919204710948e-06
922,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2851,391990.0,0.01383,1,131810,1,,3650,3756,2167,1483,Date L84 first reported (corns and callosities),"Date of the first occurrence of any code mapped to 3-character ICD10 L84. The code corresponds to ""corns and callosities"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0074,5.3962,0.0,6.3777e-06,0.8519,5.0,6.331919204710948e-06
923,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2732,392109.0,0.019159,1,131812,1,,3367,3439,1767,1600,Date L85 first reported (other epidermal thickening),"Date of the first occurrence of any code mapped to 3-character ICD10 L85. The code corresponds to ""other epidermal thickening"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0084,5.2534,0.0,6.3758e-06,0.84778,5.0,6.331919204710948e-06
924,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1714,393127.0,0.020636,1,131820,1,,2121,2216,881,1240,Date L89 first reported (decubitus ulcer),"Date of the first occurrence of any code mapped to 3-character ICD10 L89. The code corresponds to ""decubitus ulcer"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0092,5.6529,0.0,6.3593e-06,0.85831,5.0,6.331919204710948e-06
925,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4321,390520.0,0.0,1,131822,1,,5223,5406,3785,1438,Date L90 first reported (atrophic disorders of skin),"Date of the first occurrence of any code mapped to 3-character ICD10 L90. The code corresponds to ""atrophic disorders of skin"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0121,4.5335,0.0,6.4017e-06,0.82335,5.0,6.331919204710948e-06
926,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3891,390950.0,0.022361,1,131824,1,,4941,5074,2868,2073,Date L91 first reported (hypertrophic disorders of skin),"Date of the first occurrence of any code mapped to 3-character ICD10 L91. The code corresponds to ""hypertrophic disorders of skin"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0026,4.6172,0.0,6.3947e-06,0.82809,5.0,6.331919204710948e-06
927,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1378,393463.0,0.047971,1,131826,1,,1710,1758,1110,600,Date L92 first reported (granulomatous disorders of skin and subcutaneous tissue),"Date of the first occurrence of any code mapped to 3-character ICD10 L92. The code corresponds to ""granulomatous disorders of skin and subcutaneous tissue"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0044,7.8,0.0,6.3538e-06,0.89754,5.0,6.331919204710948e-06
928,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,295,394546.0,0.0,1,131828,1,,408,427,311,97,Date L93 first reported (lupus erythematosus),"Date of the first occurrence of any code mapped to 3-character ICD10 L93. The code corresponds to ""lupus erythematosus"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0008,19.861,0.0,6.3364e-06,0.95981,5.0,6.331919204710948e-06
929,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,458,394383.0,0.08484,1,131830,1,,554,578,398,156,Date L94 first reported (other localised connective tissue disorders),"Date of the first occurrence of any code mapped to 3-character ICD10 L94. The code corresponds to ""other localised connective tissue disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-0.99754,14.593,0.0,6.339e-06,0.9455,5.0,6.331919204710948e-06
930,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,189,394652.0,0.15143,1,131832,1,,242,257,132,110,"Date L95 first reported (vasculitis limited to skin, not elsewhere classified)","Date of the first occurrence of any code mapped to 3-character ICD10 L95. The code corresponds to ""vasculitis limited to skin, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-0.99752,21.797,0.0,6.3347e-06,0.9635,5.0,6.331919204710948e-06
931,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1669,393172.0,0.060454,1,131834,1,,2108,2202,781,1327,"Date L97 first reported (ulcer of lower limb, not elsewhere classified)","Date of the first occurrence of any code mapped to 3-character ICD10 L97. The code corresponds to ""ulcer of lower limb, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,-1.0082,6.0923,0.0,6.3585e-06,0.86856,5.0,6.331919204710948e-06
932,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,37125,357716.0,0.0,1,131836,1,,44167,45203,25239,18928,"Date L98 first reported (other disorders of skin and subcutaneous tissue, not elsewhere classified)","Date of the first occurrence of any code mapped to 3-character ICD10 L98. The code corresponds to ""other disorders of skin and subcutaneous tissue, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",,131.0,5,6.3319e-06,2.7306,1.3376,2.6936e-05,4.1933e-06,0.041208,5.0,6.331919204710948e-06
933,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,546,394295.0,0.11993,1,131840,1,,667,687,264,403,Date M00 first reported (pyogenic arthritis),"Date of the first occurrence of any code mapped to 3-character ICD10 M00. The code corresponds to ""pyogenic arthritis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0027,11.442,0.0,6.3404e-06,0.93017,5.0,6.331919204710948e-06
934,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,192,394649.0,0.26671,1,131844,1,,232,236,80,152,Date M02 first reported (reactive arthropathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M02. The code corresponds to ""reactive arthropathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99591,18.199,0.0,6.3347e-06,0.95636,5.0,6.331919204710948e-06
935,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,749,394092.0,0.17463,1,131848,1,,915,962,659,256,Date M05 first reported (seropositive rheumatoid arthritis),"Date of the first occurrence of any code mapped to 3-character ICD10 M05. The code corresponds to ""seropositive rheumatoid arthritis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0045,9.9107,0.0,6.3437e-06,0.91927,5.0,6.331919204710948e-06
936,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,7852,386989.0,0.063757,1,131850,1,,9666,10023,6565,3101,Date M06 first reported (other rheumatoid arthritis),"Date of the first occurrence of any code mapped to 3-character ICD10 M06. The code corresponds to ""other rheumatoid arthritis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0251,3.377,0.0,6.4601e-06,0.76146,5.0,6.331919204710948e-06
937,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,837,394004.0,0.16118,1,131852,1,,1013,1040,548,465,Date M07 first reported (psoriatic and enteropathic arthropathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M07. The code corresponds to ""psoriatic and enteropathic arthropathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0034,10.3,0.0,6.3451e-06,0.92239,5.0,6.331919204710948e-06
938,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,13596,381245.0,0.054962,1,131858,1,,16621,17029,2483,14138,Date M10 first reported (gout),"Date of the first occurrence of any code mapped to 3-character ICD10 M10. The code corresponds to ""gout"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0735,2.0384,0.0,6.5575e-06,0.59846,5.0,6.331919204710948e-06
939,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,679,394162.0,0.052668,1,131860,1,,808,841,302,506,Date M11 first reported (other crystal arthropathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M11. The code corresponds to ""other crystal arthropathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0042,8.9593,0.0,6.3426e-06,0.91075,5.0,6.331919204710948e-06
940,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,522,394319.0,0.079574,1,131862,1,,667,679,433,234,Date M12 first reported (other specific arthropathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M12. The code corresponds to ""other specific arthropathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0016,13.227,0.0,6.34e-06,0.93964,5.0,6.331919204710948e-06
941,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,24621,370220.0,0.012543,1,131864,1,,30129,31164,18576,11553,Date M13 first reported (other arthritis),"Date of the first occurrence of any code mapped to 3-character ICD10 M13. The code corresponds to ""other arthritis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0849,1.7887,0.0,6.7527e-06,0.54418,5.0,6.331919204710948e-06
942,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,165,394676.0,0.0,1,131866,1,,200,209,79,121,Date M14 first reported (arthropathies in other diseases classified elsewhere),"Date of the first occurrence of any code mapped to 3-character ICD10 M14. The code corresponds to ""arthropathies in other diseases classified elsewhere"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0006,20.62,0.0,6.3343e-06,0.9613,5.0,6.331919204710948e-06
943,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,8330,386511.0,0.022682,1,131868,1,,9955,10289,6796,3159,Date M15 first reported (polyarthrosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M15. The code corresponds to ""polyarthrosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0288,3.075,0.0,6.4681e-06,0.73796,5.0,6.331919204710948e-06
944,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,15958,378883.0,0.030132,1,131870,1,,18736,19281,10889,7847,Date M16 first reported (coxarthrosis [arthrosis of hip]),"Date of the first occurrence of any code mapped to 3-character ICD10 M16. The code corresponds to ""coxarthrosis [arthrosis of hip]"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0468,2.1456,0.0,6.5983e-06,0.62564,5.0,6.331919204710948e-06
945,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,28321,366520.0,0.023713,1,131872,1,,34585,35579,18233,16352,Date M17 first reported (gonarthrosis [arthrosis of knee]),"Date of the first occurrence of any code mapped to 3-character ICD10 M17. The code corresponds to ""gonarthrosis [arthrosis of knee]"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.068,1.599,0.0,6.8209e-06,0.50418,5.0,6.331919204710948e-06
946,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1696,393145.0,0.067261,1,131874,1,,1978,2053,1504,474,Date M18 first reported (arthrosis of first carpometacarpal joint),"Date of the first occurrence of any code mapped to 3-character ICD10 M18. The code corresponds to ""arthrosis of first carpometacarpal joint"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99516,6.7968,0.0,6.359e-06,0.88359,5.0,6.331919204710948e-06
947,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,59705,335136.0,0.014573,1,131876,1,,71797,73697,45023,26774,Date M19 first reported (other arthrosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M19. The code corresponds to ""other arthrosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.1666,1.1862,0.0,7.4597e-06,0.32535,5.0,6.331919204710948e-06
948,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,16222,378619.0,0.023218,1,131878,1,,19639,20187,16116,3523,Date M20 first reported (acquired deformities of fingers and toes),"Date of the first occurrence of any code mapped to 3-character ICD10 M20. The code corresponds to ""acquired deformities of fingers and toes"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.04,2.4017,0.0,6.6029e-06,0.66498,5.0,6.331919204710948e-06
949,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3317,391524.0,0.0,1,131880,1,,4029,4122,2250,1779,Date M21 first reported (other acquired deformities of limbs),"Date of the first occurrence of any code mapped to 3-character ICD10 M21. The code corresponds to ""other acquired deformities of limbs"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0096,4.6785,0.0,6.3853e-06,0.82916,5.0,6.331919204710948e-06
950,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2525,392316.0,0.0,1,131882,1,,3093,3173,1765,1328,Date M22 first reported (disorders of patella),"Date of the first occurrence of any code mapped to 3-character ICD10 M22. The code corresponds to ""disorders of patella"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0054,6.4098,0.0,6.3724e-06,0.87535,5.0,6.331919204710948e-06
951,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,17339,377502.0,0.02076,1,131884,1,,21248,21830,9452,11796,Date M23 first reported (internal derangement of knee),"Date of the first occurrence of any code mapped to 3-character ICD10 M23. The code corresponds to ""internal derangement of knee"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.046,2.1712,0.0,6.6225e-06,0.62998,5.0,6.331919204710948e-06
952,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3437,391404.0,0.028499,1,131886,1,,4208,4341,2184,2024,Date M24 first reported (other specific joint derangements),"Date of the first occurrence of any code mapped to 3-character ICD10 M24. The code corresponds to ""other specific joint derangements"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99955,4.9869,0.0,6.3873e-06,0.84114,5.0,6.331919204710948e-06
953,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,68067,326774.0,0.0,1,131888,1,,83414,85563,47441,35973,"Date M25 first reported (other joint disorders, not elsewhere classified)","Date of the first occurrence of any code mapped to 3-character ICD10 M25. The code corresponds to ""other joint disorders, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,0.26321,1.1717,7.3457e-06,6.1204e-06,0.82225,5.0,6.331919204710948e-06
954,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1126,393715.0,0.050576,1,131892,1,,1387,1424,876,511,Date M31 first reported (other necrotising vasculopathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M31. The code corresponds to ""other necrotising vasculopathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0038,8.7069,0.0,6.3498e-06,0.90822,5.0,6.331919204710948e-06
955,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,648,394193.0,0.19827,1,131894,1,,894,928,778,116,Date M32 first reported (systemic lupus erythematosus),"Date of the first occurrence of any code mapped to 3-character ICD10 M32. The code corresponds to ""systemic lupus erythematosus"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99011,11.594,0.0,6.3421e-06,0.93195,5.0,6.331919204710948e-06
956,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,175,394666.0,0.0,1,131896,1,,215,226,138,77,Date M33 first reported (dermatopolymyositis),"Date of the first occurrence of any code mapped to 3-character ICD10 M33. The code corresponds to ""dermatopolymyositis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.001,18.935,0.0,6.3345e-06,0.95784,5.0,6.331919204710948e-06
957,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,284,394557.0,0.0,1,131898,1,,363,382,300,63,Date M34 first reported (systemic sclerosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M34. The code corresponds to ""systemic sclerosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0007,20.522,0.0,6.3362e-06,0.96111,5.0,6.331919204710948e-06
958,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3885,390956.0,0.075949,1,131900,1,,4769,4929,3457,1312,Date M35 first reported (other systemic involvement of connective tissue),"Date of the first occurrence of any code mapped to 3-character ICD10 M35. The code corresponds to ""other systemic involvement of connective tissue"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.98283,4.485,0.0,6.3946e-06,0.82654,5.0,6.331919204710948e-06
959,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,451,394390.0,0.015291,1,131904,1,,544,562,326,218,Date M40 first reported (kyphosis and lordosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M40. The code corresponds to ""kyphosis and lordosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0018,11.805,0.0,6.3389e-06,0.93237,5.0,6.331919204710948e-06
960,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2323,392518.0,0.0,1,131906,1,,2892,2987,2075,817,Date M41 first reported (scoliosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M41. The code corresponds to ""scoliosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0063,6.059,0.0,6.3691e-06,0.86809,5.0,6.331919204710948e-06
961,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4046,390795.0,0.0,1,131910,1,,4959,5101,3180,1779,Date M43 first reported (other deforming dorsopathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M43. The code corresponds to ""other deforming dorsopathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0109,4.4872,0.0,6.3972e-06,0.82176,5.0,6.331919204710948e-06
962,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1494,393347.0,0.20489,1,131912,1,,1826,1886,712,1114,Date M45 first reported (ankylosing spondylitis),"Date of the first occurrence of any code mapped to 3-character ICD10 M45. The code corresponds to ""ankylosing spondylitis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0083,7.4392,0.0,6.3557e-06,0.89219,5.0,6.331919204710948e-06
963,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2747,392094.0,0.020147,1,131914,1,,3367,3475,2127,1240,Date M46 first reported (other inflammatory spondylopathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M46. The code corresponds to ""other inflammatory spondylopathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0084,5.2602,0.0,6.376e-06,0.84798,5.0,6.331919204710948e-06
964,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,22983,371858.0,0.011461,1,131916,1,,27940,28723,16730,11210,Date M47 first reported (spondylosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M47. The code corresponds to ""spondylosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0556,1.9093,0.0,6.723e-06,0.58035,5.0,6.331919204710948e-06
965,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,9676,385165.0,0.028323,1,131918,1,,11839,12181,6547,5292,Date M48 first reported (other spondylopathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M48. The code corresponds to ""other spondylopathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0378,2.6677,0.0,6.4907e-06,0.69725,5.0,6.331919204710948e-06
